"","GOID","Term","Class","Pvalue","p.adj","nlog10p.adj","OddsRatio","ExpCount","Count","Size","cluster"
"8526","GO:0004167","dopachrome isomerase activity","MF",0.0106732756205596,0.104836845404576,0.979486055676578,30.8835125448029,0.182759372275501,2,3,"7"
"8527","GO:0004677","DNA-dependent protein kinase activity","MF",0.0106732756205596,0.104836845404576,0.979486055676578,30.8835125448029,0.182759372275501,2,3,"7"
"8528","GO:0008428","ribonuclease inhibitor activity","MF",0.0106732756205596,0.104836845404576,0.979486055676578,30.8835125448029,0.182759372275501,2,3,"7"
"8529","GO:0016862","intramolecular oxidoreductase activity, interconverting keto- and enol-groups","MF",0.0106732756205596,0.104836845404576,0.979486055676578,30.8835125448029,0.182759372275501,2,3,"7"
"8530","GO:0019808","polyamine binding","MF",0.0106732756205596,0.104836845404576,0.979486055676578,30.8835125448029,0.182759372275501,2,3,"7"
"8531","GO:0034739","histone deacetylase activity (H4-K16 specific)","MF",0.0106732756205596,0.104836845404576,0.979486055676578,30.8835125448029,0.182759372275501,2,3,"7"
"8532","GO:0035373","chondroitin sulfate proteoglycan binding","MF",0.0106732756205596,0.104836845404576,0.979486055676578,30.8835125448029,0.182759372275501,2,3,"7"
"8533","GO:0043183","vascular endothelial growth factor receptor 1 binding","MF",0.0106732756205596,0.104836845404576,0.979486055676578,30.8835125448029,0.182759372275501,2,3,"7"
"8534","GO:0051022","Rho GDP-dissociation inhibitor binding","MF",0.0106732756205596,0.104836845404576,0.979486055676578,30.8835125448029,0.182759372275501,2,3,"7"
"8535","GO:0019215","intermediate filament binding","MF",0.0108826476981616,0.106194725577486,0.973897053023642,5.62200097927207,0.913796861377506,4,15,"7"
"8536","GO:0017134","fibroblast growth factor binding","MF",0.0111459307950448,0.108057627772739,0.966344570912294,4.29669561745033,1.40115518744551,5,23,"7"
"8537","GO:0017111","nucleoside-triphosphatase activity","MF",0.011267478331987,0.108531259030042,0.964445158874875,1.38172772501131,48.8576721883174,65,802,"7"
"8538","GO:0001784","phosphotyrosine residue binding","MF",0.0126668644093358,0.120456232886231,0.919170722954453,3.0961296129613,2.55863121185702,7,42,"7"
"8539","GO:0042287","MHC protein binding","MF",0.0126668644093358,0.120456232886231,0.919170722954453,3.0961296129613,2.55863121185702,7,42,"7"
"8540","GO:0017124","SH3 domain binding","MF",0.0136167296418412,0.128669476932082,0.890524464534169,2.00683090005315,7.98049258936356,15,131,"7"
"8541","GO:0017070","U6 snRNA binding","MF",0.0138224700781879,0.128980923917091,0.889474516446148,5.15320167564333,0.974716652136007,4,16,"7"
"8542","GO:0071837","HMG box domain binding","MF",0.0138224700781879,0.128980923917091,0.889474516446148,5.15320167564333,0.974716652136007,4,16,"7"
"8543","GO:0030674","protein-macromolecule adaptor activity","MF",0.0141437731713926,0.129902762497032,0.886381613172851,1.69659298653814,14.8644289450741,24,244,"7"
"8544","GO:0045309","protein phosphorylated amino acid binding","MF",0.014244362468697,0.129902762497032,0.886381613172851,2.75299299299299,3.22874891020052,8,53,"7"
"8545","GO:0003691","double-stranded telomeric DNA binding","MF",0.0143516379772523,0.129902762497032,0.886381613172851,7.72556053811659,0.548278116826504,3,9,"7"
"8546","GO:0042608","T cell receptor binding","MF",0.0143516379772523,0.129902762497032,0.886381613172851,7.72556053811659,0.548278116826504,3,9,"7"
"8547","GO:0019205","nucleobase-containing compound kinase activity","MF",0.0143562999410651,0.129902762497032,0.886381613172851,3.00995099509951,2.61955100261552,7,43,"7"
"8548","GO:0042803","protein homodimerization activity","MF",0.0149598973015462,0.134548955850653,0.871119668171941,1.40216821122574,39.9633827375763,54,656,"7"
"8549","GO:0071813","lipoprotein particle binding","MF",0.0156241923670025,0.13885070954723,0.857451896600368,3.31564748201439,2.07127288578902,6,34,"7"
"8550","GO:0071814","protein-lipid complex binding","MF",0.0156241923670025,0.13885070954723,0.857451896600368,3.31564748201439,2.07127288578902,6,34,"7"
"8551","GO:0017069","snRNA binding","MF",0.0158557722959019,0.140074958803441,0.853639496587975,2.69298864081473,3.28966870095902,8,54,"7"
"8552","GO:0036002","pre-mRNA binding","MF",0.0165239670420163,0.145119310551355,0.838274793572661,2.48940486925158,3.95978639930253,9,65,"7"
"8553","GO:0005080","protein kinase C binding","MF",0.0175948685974858,0.15362069483068,0.813550274894606,2.6355376653249,3.35058849171752,8,55,"7"
"8554","GO:0048156","tau protein binding","MF",0.0182064268282136,0.157933059570611,0.8015269511426,2.85120090956464,2.74139058413252,7,45,"7"
"8555","GO:0060090","molecular adaptor activity","MF",0.0183003478270032,0.157933059570611,0.8015269511426,1.57246522878452,19.2506538796861,29,316,"7"
"8556","GO:0008266","poly(U) RNA binding","MF",0.0187411325899308,0.159888634038667,0.79618240773427,3.68224019167415,1.58391455972101,5,26,"7"
"8557","GO:0035925","mRNA 3'-UTR AU-rich region binding","MF",0.0187411325899308,0.159888634038667,0.79618240773427,3.68224019167415,1.58391455972101,5,26,"7"
"8558","GO:0000014","single-stranded DNA endodeoxyribonuclease activity","MF",0.0195860284652304,0.162686121741023,0.788649493826314,6.62152466367713,0.609197907585004,3,10,"7"
"8559","GO:0032395","MHC class II receptor activity","MF",0.0195860284652304,0.162686121741023,0.788649493826314,6.62152466367713,0.609197907585004,3,10,"7"
"8560","GO:0035374","chondroitin sulfate binding","MF",0.0195860284652304,0.162686121741023,0.788649493826314,6.62152466367713,0.609197907585004,3,10,"7"
"8561","GO:0046974","histone methyltransferase activity (H3-K9 specific)","MF",0.0195860284652304,0.162686121741023,0.788649493826314,6.62152466367713,0.609197907585004,3,10,"7"
"8562","GO:0016462","pyrophosphatase activity","MF",0.0196590561532921,0.162686121741023,0.788649493826314,1.3322448397303,52.0255013077594,67,854,"7"
"8563","GO:0004634","phosphopyruvate hydratase activity","MF",0.0204855933605575,0.162686121741023,0.788649493826314,15.4408602150538,0.243679163034002,2,4,"7"
"8564","GO:0004971","AMPA glutamate receptor activity","MF",0.0204855933605575,0.162686121741023,0.788649493826314,15.4408602150538,0.243679163034002,2,4,"7"
"8565","GO:0031852","mu-type opioid receptor binding","MF",0.0204855933605575,0.162686121741023,0.788649493826314,15.4408602150538,0.243679163034002,2,4,"7"
"8566","GO:0042610","CD8 receptor binding","MF",0.0204855933605575,0.162686121741023,0.788649493826314,15.4408602150538,0.243679163034002,2,4,"7"
"8567","GO:0043532","angiostatin binding","MF",0.0204855933605575,0.162686121741023,0.788649493826314,15.4408602150538,0.243679163034002,2,4,"7"
"8568","GO:0048408","epidermal growth factor binding","MF",0.0204855933605575,0.162686121741023,0.788649493826314,15.4408602150538,0.243679163034002,2,4,"7"
"8569","GO:0051021","GDP-dissociation inhibitor binding","MF",0.0204855933605575,0.162686121741023,0.788649493826314,15.4408602150538,0.243679163034002,2,4,"7"
"8570","GO:0072320","volume-sensitive chloride channel activity","MF",0.0204855933605575,0.162686121741023,0.788649493826314,15.4408602150538,0.243679163034002,2,4,"7"
"8571","GO:0016817","hydrolase activity, acting on acid anhydrides","MF",0.0210360934613915,0.165299408093987,0.781728701552421,1.32694359801997,52.2082606800349,67,857,"7"
"8572","GO:0016818","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","MF",0.0210360934613915,0.165299408093987,0.781728701552421,1.32694359801997,52.2082606800349,67,857,"7"
"8573","GO:0017091","AU-rich element binding","MF",0.0218779502493206,0.171014553519558,0.766966929114936,3.51466143918974,1.64483435047951,5,27,"7"
"8574","GO:0048029","monosaccharide binding","MF",0.0236394430522324,0.183821294150953,0.735604180672501,2.3229035166817,4.20346556233653,9,69,"7"
"8575","GO:0004129","cytochrome-c oxidase activity","MF",0.0253366475621915,0.192083945177101,0.716508932964307,3.36165475213876,1.70575414123801,5,28,"7"
"8576","GO:0015002","heme-copper terminal oxidase activity","MF",0.0253366475621915,0.192083945177101,0.716508932964307,3.36165475213876,1.70575414123801,5,28,"7"
"8577","GO:0016676","oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor","MF",0.0253366475621915,0.192083945177101,0.716508932964307,3.36165475213876,1.70575414123801,5,28,"7"
"8578","GO:0001091","RNA polymerase II general transcription initiation factor binding","MF",0.0254653082309905,0.192083945177101,0.716508932964307,4.12184320766008,1.15747602441151,4,19,"7"
"8579","GO:0005522","profilin binding","MF",0.0257312719594241,0.192083945177101,0.716508932964307,5.79349775784753,0.670117698343505,3,11,"7"
"8580","GO:0050786","RAGE receptor binding","MF",0.0257312719594241,0.192083945177101,0.716508932964307,5.79349775784753,0.670117698343505,3,11,"7"
"8581","GO:0051400","BH domain binding","MF",0.0257312719594241,0.192083945177101,0.716508932964307,5.79349775784753,0.670117698343505,3,11,"7"
"8582","GO:0070513","death domain binding","MF",0.0257312719594241,0.192083945177101,0.716508932964307,5.79349775784753,0.670117698343505,3,11,"7"
"8583","GO:0008200","ion channel inhibitor activity","MF",0.0261230038875917,0.193077449525616,0.714268446668486,2.90051708633094,2.31495204882302,6,38,"7"
"8584","GO:0043531","ADP binding","MF",0.0261230038875917,0.193077449525616,0.714268446668486,2.90051708633094,2.31495204882302,6,38,"7"
"8585","GO:0016887","ATPase activity","MF",0.0268876792354092,0.197750271421014,0.703882911741447,1.44839444611615,25.7690714908457,36,423,"7"
"8586","GO:0005520","insulin-like growth factor binding","MF",0.0291266995537757,0.204871211765627,0.68851906380336,3.22139862234202,1.76667393199651,5,29,"7"
"8587","GO:0008187","poly-pyrimidine tract binding","MF",0.0291266995537757,0.204871211765627,0.68851906380336,3.22139862234202,1.76667393199651,5,29,"7"
"8588","GO:0016675","oxidoreductase activity, acting on a heme group of donors","MF",0.0291266995537757,0.204871211765627,0.68851906380336,3.22139862234202,1.76667393199651,5,29,"7"
"8589","GO:0005504","fatty acid binding","MF",0.0293351119426042,0.204871211765627,0.68851906380336,2.8124591236102,2.37587183958152,6,39,"7"
"8590","GO:0005178","integrin binding","MF",0.0294783667316876,0.204871211765627,0.68851906380336,1.80322165763562,8.77244986922406,15,144,"7"
"8591","GO:0047485","protein N-terminus binding","MF",0.0295090737774249,0.204871211765627,0.68851906380336,1.95743789854383,6.51841761115955,12,107,"7"
"8592","GO:0008320","protein transmembrane transporter activity","MF",0.0303376777415015,0.204871211765627,0.68851906380336,3.86400359066427,1.21839581517001,4,20,"7"
"8593","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism","MF",0.0303376777415015,0.204871211765627,0.68851906380336,3.86400359066427,1.21839581517001,4,20,"7"
"8594","GO:0046961","proton-transporting ATPase activity, rotational mechanism","MF",0.0303376777415015,0.204871211765627,0.68851906380336,3.86400359066427,1.21839581517001,4,20,"7"
"8595","GO:0070182","DNA polymerase binding","MF",0.0303376777415015,0.204871211765627,0.68851906380336,3.86400359066427,1.21839581517001,4,20,"7"
"8596","GO:0140318","protein transporter activity","MF",0.0303376777415015,0.204871211765627,0.68851906380336,3.86400359066427,1.21839581517001,4,20,"7"
"8597","GO:0140097","catalytic activity, acting on DNA","MF",0.0304697892022574,0.204871211765627,0.68851906380336,1.64271739863725,12.7322362685266,20,209,"7"
"8598","GO:0008047","enzyme activator activity","MF",0.0321426048864286,0.204871211765627,0.68851906380336,1.38136082474227,32.1656495204882,43,528,"7"
"8599","GO:0004176","ATP-dependent peptidase activity","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8600","GO:0004309","exopolyphosphatase activity","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8601","GO:0004459","L-lactate dehydrogenase activity","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8602","GO:0004656","procollagen-proline 4-dioxygenase activity","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8603","GO:0004784","superoxide dismutase activity","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8604","GO:0008379","thioredoxin peroxidase activity","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8605","GO:0010856","adenylate cyclase activator activity","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8606","GO:0016721","oxidoreductase activity, acting on superoxide radicals as acceptor","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8607","GO:0019107","myristoyltransferase activity","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8608","GO:0031694","alpha-2A adrenergic receptor binding","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8609","GO:0033592","RNA strand annealing activity","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8610","GO:0035368","selenocysteine insertion sequence binding","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8611","GO:0038085","vascular endothelial growth factor binding","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8612","GO:0044547","DNA topoisomerase binding","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8613","GO:0046912","transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8614","GO:0070061","fructose binding","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8615","GO:0097109","neuroligin family protein binding","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8616","GO:0098973","structural constituent of postsynaptic actin cytoskeleton","MF",0.0327729169050413,0.204871211765627,0.68851906380336,10.2933094384707,0.304598953792502,2,5,"7"
"8617","GO:0043023","ribosomal large subunit binding","MF",0.0327855196300392,0.204871211765627,0.68851906380336,5.14947683109118,0.731037489102005,3,12,"7"
"8618","GO:0046790","virion binding","MF",0.0327855196300392,0.204871211765627,0.68851906380336,5.14947683109118,0.731037489102005,3,12,"7"
"8619","GO:0046975","histone methyltransferase activity (H3-K36 specific)","MF",0.0327855196300392,0.204871211765627,0.68851906380336,5.14947683109118,0.731037489102005,3,12,"7"
"8620","GO:0097157","pre-mRNA intronic binding","MF",0.0327855196300392,0.204871211765627,0.68851906380336,5.14947683109118,0.731037489102005,3,12,"7"
"8621","GO:0004520","endodeoxyribonuclease activity","MF",0.0327958604232986,0.204871211765627,0.68851906380336,2.72958104104951,2.43679163034002,6,40,"7"
"8622","GO:0030332","cyclin binding","MF",0.0332561042330964,0.206838302225074,0.684369035671328,3.09236298292902,1.82759372275501,5,30,"7"
"8623","GO:0048306","calcium-dependent protein binding","MF",0.0335263691483375,0.206838302225074,0.684369035671328,2.06486161251504,5.17818221447254,10,85,"7"
"8624","GO:0051219","phosphoprotein binding","MF",0.0335263691483375,0.206838302225074,0.684369035671328,2.06486161251504,5.17818221447254,10,85,"7"
"8625","GO:0001618","virus receptor activity","MF",0.0353032237606513,0.215133522753683,0.667291911264838,2.14359436776028,4.50806451612903,9,74,"7"
"8626","GO:0070491","repressing transcription factor binding","MF",0.0353032237606513,0.215133522753683,0.667291911264838,2.14359436776028,4.50806451612903,9,74,"7"
"8627","GO:0140272","exogenous protein binding","MF",0.0353032237606513,0.215133522753683,0.667291911264838,2.14359436776028,4.50806451612903,9,74,"7"
"8628","GO:0004298","threonine-type endopeptidase activity","MF",0.0357215425508339,0.216797817188598,0.663945094770733,3.6364980462562,1.27931560592851,4,21,"7"
"8629","GO:0016209","antioxidant activity","MF",0.0359517334003595,0.217311489743873,0.662917310953079,2.03757362720882,5.23910200523104,10,86,"7"
"8630","GO:0060590","ATPase regulator activity","MF",0.0365108247787842,0.219796804186506,0.657978626445084,2.65143884892086,2.49771142109852,6,41,"7"
"8631","GO:0003713","transcription coactivator activity","MF",0.0366573370679437,0.219796804186506,0.657978626445084,1.53393368993613,16.2655841325196,24,267,"7"
"8632","GO:0016491","oxidoreductase activity","MF",0.0369717966331126,0.220795569492949,0.656009645454022,1.30602248904136,45.7507628596338,58,751,"7"
"8633","GO:0009678","pyrophosphate hydrolysis-driven proton transmembrane transporter activity","MF",0.037731362547592,0.224433961289063,0.648911425114363,2.97325316193241,1.88851351351351,5,31,"7"
"8634","GO:0030544","Hsp70 protein binding","MF",0.0404848181736922,0.236649052260636,0.625895230468332,2.57763788968825,2.55863121185702,6,42,"7"
"8635","GO:0003906","DNA-(apurinic or apyrimidinic site) endonuclease activity","MF",0.0407359721573901,0.236649052260636,0.625895230468332,4.6342600896861,0.791957279860506,3,13,"7"
"8636","GO:0015037","peptide disulfide oxidoreductase activity","MF",0.0407359721573901,0.236649052260636,0.625895230468332,4.6342600896861,0.791957279860506,3,13,"7"
"8637","GO:0031386","protein tag","MF",0.0407359721573901,0.236649052260636,0.625895230468332,4.6342600896861,0.791957279860506,3,13,"7"
"8638","GO:0031994","insulin-like growth factor I binding","MF",0.0407359721573901,0.236649052260636,0.625895230468332,4.6342600896861,0.791957279860506,3,13,"7"
"8639","GO:0072542","protein phosphatase activator activity","MF",0.0407359721573901,0.236649052260636,0.625895230468332,4.6342600896861,0.791957279860506,3,13,"7"
"8640","GO:0004529","exodeoxyribonuclease activity","MF",0.0416210025089733,0.239000602868835,0.621601003561158,3.43427089567125,1.34023539668701,4,22,"7"
"8641","GO:0016895","exodeoxyribonuclease activity, producing 5'-phosphomonoesters","MF",0.0416210025089733,0.239000602868835,0.621601003561158,3.43427089567125,1.34023539668701,4,22,"7"
"8642","GO:0022884","macromolecule transmembrane transporter activity","MF",0.0416210025089733,0.239000602868835,0.621601003561158,3.43427089567125,1.34023539668701,4,22,"7"
"8643","GO:0003924","GTPase activity","MF",0.0422462990290747,0.241661779503481,0.616792030863697,1.45991010405763,19.8598517872711,28,326,"7"
"8644","GO:0043168","anion binding","MF",0.043922006659036,0.249401777916305,0.603100454881179,1.15548291842677,172.342088055798,193,2829,"7"
"8645","GO:0003724","RNA helicase activity","MF",0.0439334679115796,0.249401777916305,0.603100454881179,2.04866599480189,4.69082388840453,9,77,"7"
"8646","GO:0019829","ATPase-coupled cation transmembrane transporter activity","MF",0.0444984222746435,0.251652062333495,0.599199506131587,2.3040197636785,3.28966870095902,7,54,"7"
"8647","GO:0004457","lactate dehydrogenase activity","MF",0.0471978141631081,0.25986642172126,0.585249833632038,7.71953405017921,0.365518744551003,2,6,"7"
"8648","GO:0042289","MHC class II protein binding","MF",0.0471978141631081,0.25986642172126,0.585249833632038,7.71953405017921,0.365518744551003,2,6,"7"
"8649","GO:0060228","phosphatidylcholine-sterol O-acyltransferase activator activity","MF",0.0471978141631081,0.25986642172126,0.585249833632038,7.71953405017921,0.365518744551003,2,6,"7"
"8650","GO:0070087","chromo shadow domain binding","MF",0.0471978141631081,0.25986642172126,0.585249833632038,7.71953405017921,0.365518744551003,2,6,"7"
"8651","GO:0001222","transcription corepressor binding","MF",0.0495606910937066,0.25986642172126,0.585249833632038,4.21271911944558,0.852877070619006,3,14,"7"
"8652","GO:0005095","GTPase inhibitor activity","MF",0.0495606910937066,0.25986642172126,0.585249833632038,4.21271911944558,0.852877070619006,3,14,"7"
"8653","GO:0016208","AMP binding","MF",0.0495606910937066,0.25986642172126,0.585249833632038,4.21271911944558,0.852877070619006,3,14,"7"
"8654","GO:0035497","cAMP response element binding","MF",0.0495606910937066,0.25986642172126,0.585249833632038,4.21271911944558,0.852877070619006,3,14,"7"
"8655","GO:0030276","clathrin binding","MF",0.0500691782982432,0.25986642172126,0.585249833632038,2.09803023362345,4.08162598081953,8,67,"7"
"8656","GO:0005154","epidermal growth factor receptor binding","MF",0.053274792876836,0.25986642172126,0.585249833632038,2.66521052142392,2.07127288578902,5,34,"7"
"8657","GO:0001046","core promoter sequence-specific DNA binding","MF",0.0590399063837765,0.25986642172126,0.585249833632038,2.3193345323741,2.80231037489102,6,46,"7"
"8658","GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity","MF",0.0592302019425929,0.25986642172126,0.585249833632038,3.86143497757848,0.913796861377506,3,15,"7"
"8659","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","MF",0.0594323686018098,0.25986642172126,0.585249833632038,1.46257204880605,16.2655841325196,23,267,"7"
"8660","GO:0032550","purine ribonucleoside binding","MF",0.0601337356535759,0.25986642172126,0.585249833632038,1.37977346235663,23.1495204882302,31,380,"7"
"8661","GO:0000121","glycerol-1-phosphatase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8662","GO:0003860","3-hydroxyisobutyryl-CoA hydrolase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8663","GO:0003867","4-aminobutyrate transaminase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8664","GO:0003878","ATP citrate synthase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8665","GO:0004347","glucose-6-phosphate isomerase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8666","GO:0004498","calcidiol 1-monooxygenase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8667","GO:0004504","peptidylglycine monooxygenase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8668","GO:0004597","peptide-aspartate beta-dioxygenase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8669","GO:0004598","peptidylamidoglycolate lyase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8670","GO:0004638","phosphoribosylaminoimidazole carboxylase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8671","GO:0004639","phosphoribosylaminoimidazolesuccinocarboxamide synthase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8672","GO:0004673","protein histidine kinase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8673","GO:0004766","spermidine synthase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8674","GO:0004807","triose-phosphate isomerase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8675","GO:0005018","platelet-derived growth factor alpha-receptor activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8676","GO:0005309","creatine:sodium symporter activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8677","GO:0008493","tetracycline transmembrane transporter activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8678","GO:0008753","NADPH dehydrogenase (quinone) activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8679","GO:0008808","cardiolipin synthase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8680","GO:0008859","exoribonuclease II activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8681","GO:0008929","methylglyoxal synthase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8682","GO:0015019","heparan-alpha-glucosaminide N-acetyltransferase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8683","GO:0015130","mevalonate transmembrane transporter activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8684","GO:0016170","interleukin-15 receptor binding","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8685","GO:0016287","glycerone-phosphate O-acyltransferase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8686","GO:0016843","amine-lyase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8687","GO:0016844","strictosidine synthase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8688","GO:0016964","alpha-2 macroglobulin receptor activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8689","GO:0019799","tubulin N-acetyltransferase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8690","GO:0030108","HLA-A specific activating MHC class I receptor activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8691","GO:0030527","structural constituent of chromatin","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8692","GO:0030572","phosphatidyltransferase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8693","GO:0030731","guanidinoacetate N-methyltransferase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8694","GO:0031249","denatured protein binding","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8695","GO:0031695","alpha-2B adrenergic receptor binding","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8696","GO:0031700","adrenomedullin receptor binding","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8697","GO:0031703","type 2 angiotensin receptor binding","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8698","GO:0031775","lutropin-choriogonadotropic hormone receptor binding","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8699","GO:0032145","succinate-semialdehyde dehydrogenase binding","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8700","GO:0032358","oxidized pyrimidine DNA binding","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8701","GO:0033981","D-dopachrome decarboxylase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8702","GO:0034038","deoxyhypusine synthase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8703","GO:0034386","4-aminobutyrate:2-oxoglutarate transaminase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8704","GO:0035605","peptidyl-cysteine S-nitrosylase activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8705","GO:0038147","C-X-C motif chemokine 12 receptor activity","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
"8706","GO:0042658","MHC class II protein binding, via antigen binding groove","MF",0.0609197907585004,0.25986642172126,0.585249833632038,Inf,0.0609197907585004,1,1,"7"
