gene_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,p_adj_FDR,nlog10p.adj,nlog10p.FDR,TE_class,TE_family,deg,nlog10p.adj_max,deglabs
HNRNPM,7.83E-74,-0.279263235,0.286,0.56,2.55E-69,1.09E-73,68.59409641,72.96272413,NA,NA,NO,68.59409641,NA
HNRNPR,1.58E-89,-0.334607713,0.261,0.555,5.14E-85,2.81E-89,84.28918013,88.55125529,NA,NA,NO,84.28918013,NA
HOPX,1.02E-98,-1.201050935,0.149,0.39,3.32E-94,2.16E-98,93.47829348,97.66537147,NA,NA,DOWN,93.47829348,NA
HPF1,2.55E-81,-0.271918192,0.107,0.332,8.30E-77,3.89E-81,76.08109926,80.40980162,NA,NA,NO,76.08109926,NA
HSBP1,4.81E-120,-0.44192176,0.393,0.759,1.56E-115,1.48E-119,114.8057974,118.8288414,NA,NA,NO,114.8057974,NA
HSD17B10,2.69E-112,-0.351871662,0.172,0.472,8.74E-108,7.25E-112,107.0587351,111.139771,NA,NA,NO,107.0587351,NA
HSD17B12,2.67E-79,-0.265272821,0.104,0.323,8.69E-75,3.93E-79,74.06094943,78.40584323,NA,NA,NO,74.06094943,NA
HSP90AA1,5.70E-146,-0.689365777,0.804,0.967,1.85E-141,2.75E-145,140.7324341,144.5611731,NA,NA,DOWN,140.7324341,NA
HSP90AB1,1.95E-151,-0.601147732,0.661,0.913,6.33E-147,1.06E-150,146.1987542,149.9746694,NA,NA,DOWN,146.1987542,NA
HSP90B1,3.82E-132,-0.706549442,0.412,0.732,1.24E-127,1.42E-131,126.9062499,130.8466868,NA,NA,DOWN,126.9062499,NA
HSPA5,5.57E-64,-0.285429249,0.322,0.584,1.81E-59,7.28E-64,58.74238947,63.13814822,NA,NA,NO,58.74238947,NA
HSPA8,8.71E-143,-0.594638231,0.448,0.77,2.83E-138,3.88E-142,137.5478417,141.4115294,NA,NA,DOWN,137.5478417,NA
HSPD1,1.23E-113,-0.443116141,0.351,0.681,4.00E-109,3.41E-113,108.3979273,112.4672712,NA,NA,NO,108.3979273,NA
HSPE1,1.66E-135,-0.52212886,0.511,0.83,5.40E-131,6.58E-135,130.2677551,134.1820975,NA,NA,DOWN,130.2677551,NA
HTRA1,8.41E-66,-0.26148151,0.111,0.311,2.73E-61,1.11E-65,60.56345554,64.95425465,NA,NA,NO,60.56345554,NA
ID1,1.08E-49,-0.753384215,0.121,0.273,3.50E-45,1.29E-49,44.45576364,48.88958483,NA,NA,DOWN,44.45576364,NA
ID2,9.17E-73,-0.57870819,0.343,0.596,2.98E-68,1.27E-72,67.52574735,71.8975133,NA,NA,DOWN,67.52574735,NA
ID3,1.37E-68,-1.366572019,0.155,0.345,4.46E-64,1.85E-68,63.35054118,67.73362377,NA,NA,DOWN,63.35054118,NA
ID4,2.44E-48,-0.381669371,0.085,0.23,7.94E-44,2.91E-48,43.10027194,47.53619626,NA,NA,NO,43.10027194,NA
IDH2,9.97E-105,-0.377662164,0.116,0.378,3.24E-100,2.33E-104,99.4895788,103.6319022,NA,NA,NO,99.4895788,NA
IER3IP1,6.14E-97,-0.31006526,0.163,0.438,2.00E-92,1.24E-96,91.69990228,95.90570724,NA,NA,NO,91.69990228,NA
IFI27,4.41E-45,-0.547120928,0.023,0.129,1.43E-40,5.18E-45,39.8432434,44.28600715,NA,NA,DOWN,39.8432434,NA
IFI27L2,3.03E-109,-0.433813216,0.202,0.503,9.85E-105,7.71E-109,104.0063731,108.1130988,NA,NA,NO,104.0063731,NA
IFI30,1.39E-60,-0.589959471,0.022,0.155,4.52E-56,1.78E-60,55.34524794,59.74979376,NA,NA,DOWN,55.34524794,NA
IFI6,6.81E-67,-0.53852633,0.14,0.344,2.21E-62,9.07E-67,61.65486969,66.04233062,NA,NA,DOWN,61.65486969,NA
IFITM3,8.87E-133,-1.20240063,0.198,0.496,2.88E-128,3.34E-132,127.5401113,131.4767799,NA,NA,DOWN,127.5401113,NA
IFNGR1,8.62E-64,-0.265165334,0.052,0.215,2.80E-59,1.12E-63,58.55272607,62.94946999,NA,NA,NO,58.55272607,NA
IFT57,2.75E-79,-0.264068301,0.097,0.308,8.95E-75,4.04E-79,74.04812169,78.39338494,NA,NA,NO,74.04812169,NA
IGFBP3,7.48E-26,-0.607329148,0.06,0.144,2.43E-21,8.24E-26,20.61414967,25.0840746,NA,NA,DOWN,20.61414967,NA
IGFBP5,8.06E-59,-1.185420778,0.241,0.437,2.62E-54,1.02E-58,53.58157213,57.99156071,NA,NA,DOWN,53.58157213,NA
IGFBP7,3.05E-60,-1.00934265,0.076,0.234,9.91E-56,3.89E-60,55.00405087,59.4098835,NA,NA,DOWN,55.00405087,NA
IGKC,6.01E-33,-0.328281326,0.174,0.093,1.95E-28,6.75E-33,27.70925518,32.17078498,NA,NA,NO,27.70925518,NA
IGLC1,8.19E-35,0.613506856,0.162,0.084,2.66E-30,9.25E-35,29.57477359,34.03375288,NA,NA,UP,29.57477359,NA
IGLC2,2.03E-40,0.630347386,0.155,0.077,6.60E-36,2.33E-40,35.18022321,39.63203812,NA,NA,UP,35.18022321,NA
ILF2,9.16E-113,-0.4484809,0.175,0.475,2.98E-108,2.52E-112,107.5263176,111.5991332,NA,NA,NO,107.5263176,NA
ILK,8.02E-81,-0.253693724,0.071,0.275,2.61E-76,1.21E-80,75.58409897,79.91662101,NA,NA,NO,75.58409897,NA
IMP3,1.88E-95,-0.302799581,0.099,0.341,6.11E-91,3.71E-95,90.21410949,94.43047686,NA,NA,NO,90.21410949,NA
IMPDH2,9.79E-87,-0.300679685,0.118,0.351,3.18E-82,1.65E-86,81.49728038,85.78201194,NA,NA,NO,81.49728038,NA
INAFM1,1.89E-61,-0.327575379,0.071,0.237,6.15E-57,2.43E-61,56.21119126,60.61412321,NA,NA,NO,56.21119126,NA
ISCU,9.11E-115,-0.416288974,0.122,0.399,2.96E-110,2.57E-114,109.528459,113.5907754,NA,NA,NO,109.528459,NA
ISG15,1.64E-48,-0.600597621,0.131,0.295,5.34E-44,1.96E-48,43.27274722,47.70777144,NA,NA,DOWN,43.27274722,NA
ITGAE,4.81E-105,-0.380062279,0.124,0.386,1.56E-100,1.14E-104,99.80558931,103.9449563,NA,NA,NO,99.80558931,NA
ITGB1,4.91E-102,-0.42648241,0.122,0.381,1.60E-97,1.10E-101,96.79668037,100.9597158,NA,NA,NO,96.79668037,NA
ITGB1BP1,1.97E-111,-0.345077468,0.107,0.38,6.39E-107,5.25E-111,106.1942419,110.2800021,NA,NA,NO,106.1942419,NA
ITGB2,8.23E-41,-0.423056607,0.015,0.106,2.67E-36,9.48E-41,35.57282048,40.02318823,NA,NA,NO,35.57282048,NA
ITM2B,2.43E-155,-0.821756187,0.45,0.758,7.89E-151,1.42E-154,150.1031425,153.8463458,NA,NA,DOWN,150.1031425,NA
ITM2C,3.33E-95,-0.74073989,0.19,0.452,1.08E-90,6.56E-95,89.96515571,94.18301124,NA,NA,DOWN,89.96515571,NA
JOSD2,1.67E-81,-0.255465915,0.081,0.29,5.44E-77,2.55E-81,76.26470867,80.59302721,NA,NA,NO,76.26470867,NA
JPT1,2.14E-112,-0.623484375,0.328,0.643,6.95E-108,5.79E-112,107.1581552,111.2371505,NA,NA,DOWN,107.1581552,NA
JTB,4.83E-89,-0.350501,0.283,0.579,1.57E-84,8.51E-89,83.80442989,88.07006851,NA,NA,NO,83.80442989,NA
Kanga2-a,0.036873979,0.319775951,0.22,0.23,1,0.038133306,0,1.418695543,DNA,TcMar-Tc2,NO,0,NA
KCNQ1OT1,7.95E-09,0.529150548,0.363,0.364,0.000258389,8.47E-09,3.58772662,8.072365567,NA,NA,UP,3.58772662,NA
KCTD12,1.40E-74,-0.433815024,0.021,0.18,4.55E-70,1.97E-74,69.34222158,73.7066294,NA,NA,NO,69.34222158,NA
KDELR1,8.58E-125,-0.434220032,0.15,0.455,2.79E-120,2.86E-124,119.5548407,123.5431872,NA,NA,NO,119.5548407,NA
KDELR2,6.18E-128,-0.454966923,0.189,0.513,2.01E-123,2.16E-127,122.696814,126.6662751,NA,NA,NO,122.696814,NA
KIF5B,4.85E-94,-0.343152361,0.237,0.531,1.58E-89,9.33E-94,88.80240245,93.03005083,NA,NA,NO,88.80240245,NA
KIZ,0.419552372,0.261014268,0.16,0.169,1,0.425718632,0,0.370877342,NA,NA,NO,0,NA
KLF6,1.59E-60,-0.398663056,0.28,0.514,5.16E-56,2.03E-60,55.28706611,59.69225581,NA,NA,NO,55.28706611,NA
KPNA2,6.60E-64,-0.439718454,0.1,0.283,2.15E-59,8.62E-64,58.66825538,63.06434277,NA,NA,NO,58.66825538,NA
KRTCAP2,5.39E-109,-0.408135663,0.357,0.688,1.75E-104,1.36E-108,103.7568698,107.8655101,NA,NA,NO,103.7568698,NA
KXD1,4.22E-93,-0.282542056,0.101,0.342,1.37E-88,7.92E-93,87.86274941,92.10139317,NA,NA,NO,87.86274941,NA
L1HS,2.03E-176,0.862480469,0.829,0.829,6.58E-172,1.63E-175,171.1814884,174.7887827,LINE,L1,UP,171.1814884,L1HS
L1M1,1.04E-149,0.597375424,0.918,0.923,3.37E-145,5.43E-149,144.4729035,148.2649553,LINE,L1,UP,144.4729035,NA
L1M2,4.36E-209,0.759147962,0.9,0.894,1.42E-204,6.07E-208,203.8482706,207.2165482,LINE,L1,UP,203.8482706,NA
L1M2a,7.65E-05,0.258445555,0.313,0.434,1,8.05E-05,0,4.09403091,LINE,L1,NO,0,NA
L1M3,1.88E-74,0.557263862,0.722,0.745,6.11E-70,2.63E-74,69.21387859,73.57934523,LINE,L1,UP,69.21387859,NA
L1M3c,0.724105367,0.263361835,0.19,0.22,1,0.728325096,0,0.137674725,LINE,L1,NO,0,NA
L1M3e,0.000839955,0.404128083,0.265,0.266,1,0.00087705,0,3.056975795,LINE,L1,NO,0,NA
L1M4,2.22E-233,0.664808274,0.97,0.978,7.23E-229,4.22E-232,228.1408036,231.3747009,LINE,L1,UP,228.1408036,NA
L1M4a1,4.27E-05,0.353718324,0.49,0.577,1,4.51E-05,0,4.346093815,LINE,L1,NO,0,NA
L1M4a2,4.44E-06,0.384187269,0.432,0.49,0.144416183,4.71E-06,0.840384137,5.326627623,LINE,L1,NO,0.840384137,NA
L1M4b,1.51E-17,0.439160611,0.608,0.686,4.91E-13,1.64E-17,12.30877362,16.78502668,LINE,L1,NO,12.30877362,NA
L1M4c,4.71E-259,0.932170302,0.998,0.999,1.53E-254,1.40E-257,253.8146769,256.8529609,LINE,L1,UP,253.8146769,L14mc
L1M5,4.47E-287,0.652006871,0.992,0.992,1.45E-282,1.79E-285,281.8381841,284.7465085,LINE,L1,UP,281.8381841,L1M5
L1M6,1.84E-06,0.39487489,0.489,0.575,0.059669001,1.95E-06,1.224251234,5.710227708,LINE,L1,NO,1.224251234,NA
L1M7,5.47E-15,0.458654057,0.52,0.583,1.78E-10,5.92E-15,9.750090103,14.22797892,LINE,L1,NO,9.750090103,NA
L1M8,0.013509262,0.323097698,0.412,0.49,1,0.014004196,0,1.853741824,LINE,L1,NO,0,NA
L1MA1,7.89E-70,0.623057144,0.706,0.729,2.56E-65,1.07E-69,64.59098611,68.97169271,LINE,L1,UP,64.59098611,NA
L1MA10,2.33E-05,0.405820786,0.376,0.414,0.756475774,2.46E-05,0.121204976,4.608781062,LINE,L1,NO,0.121204976,NA
L1MA2,2.37E-125,0.630689588,0.881,0.889,7.69E-121,7.95E-125,120.1139269,124.0997459,LINE,L1,UP,120.1139269,NA
L1MA3,1.41E-144,0.631517205,0.933,0.947,4.58E-140,6.53E-144,139.3395692,143.1849681,LINE,L1,UP,139.3395692,NA
L1MA4,2.17E-115,0.633463941,0.902,0.921,7.05E-111,6.22E-115,110.1516453,114.2060977,LINE,L1,UP,110.1516453,NA
L1MA4A,1.76E-90,0.53505363,0.89,0.903,5.70E-86,3.17E-90,85.24381382,89.49912765,LINE,L1,UP,85.24381382,NA
L1MA5,4.62E-66,0.539320996,0.761,0.801,1.50E-61,6.11E-66,60.82333632,65.21380276,LINE,L1,UP,60.82333632,NA
L1MA5A,5.86E-22,0.432554358,0.608,0.679,1.91E-17,6.40E-22,16.72010352,21.19361654,LINE,L1,NO,16.72010352,NA
L1MA6,2.19E-36,0.527996394,0.659,0.726,7.11E-32,2.48E-36,31.14789127,35.60516185,LINE,L1,UP,31.14789127,NA
L1MA7,7.63E-63,0.520393601,0.786,0.843,2.48E-58,9.87E-63,57.60551446,62.00552623,LINE,L1,UP,57.60551446,NA
L1MA8,9.91E-134,0.67565024,0.835,0.848,3.22E-129,3.79E-133,128.4921766,132.4212091,LINE,L1,UP,128.4921766,NA
L1MA9,2.20E-145,0.603992079,0.91,0.92,7.15E-141,1.05E-144,140.1454236,143.9801861,LINE,L1,UP,140.1454236,NA
L1MB1,1.19E-92,0.647593212,0.765,0.781,3.86E-88,2.22E-92,87.4134754,91.6540033,LINE,L1,UP,87.4134754,NA
L1MB2,3.53E-55,0.467611178,0.799,0.855,1.15E-50,4.37E-55,49.9401948,54.35962494,LINE,L1,NO,49.9401948,NA
L1MB3,1.32E-158,0.583380963,0.964,0.97,4.30E-154,8.27E-158,153.3665632,157.0823283,LINE,L1,UP,153.3665632,NA
L1MB4,2.17E-71,0.517340451,0.857,0.899,7.04E-67,2.96E-71,66.15263942,70.5288987,LINE,L1,UP,66.15263942,NA
L1MB5,1.44E-61,0.47939804,0.799,0.864,4.69E-57,1.85E-61,56.32910073,60.73170918,LINE,L1,NO,56.32910073,NA
L1MB7,1.94E-219,0.630445384,0.99,0.991,6.31E-215,3.05E-218,214.1996415,217.5158901,LINE,L1,UP,214.1996415,NA
L1MB8,4.58E-169,0.587398065,0.959,0.967,1.49E-164,3.28E-168,163.827122,167.4839949,LINE,L1,UP,163.827122,NA
L1MC,1.70E-30,0.487739508,0.597,0.646,5.53E-26,1.89E-30,25.25764051,29.72310824,LINE,L1,NO,25.25764051,NA
L1MC1,4.97E-144,0.621258878,0.939,0.955,1.61E-139,2.28E-143,138.7920146,142.6420584,LINE,L1,UP,138.7920146,NA
L1MC2,1.60E-73,0.562736272,0.78,0.809,5.19E-69,2.22E-73,68.28457652,72.65425283,LINE,L1,UP,68.28457652,NA
L1MC3,5.89E-80,0.539593872,0.82,0.847,1.91E-75,8.76E-80,74.7178736,79.05756175,LINE,L1,UP,74.7178736,NA
L1MC4,4.64E-87,0.412553762,0.973,0.98,1.51E-82,7.87E-87,81.82159227,86.10419598,LINE,L1,NO,81.82159227,NA
L1MC4a,9.23E-52,0.485625123,0.796,0.855,3.00E-47,1.12E-51,46.52290577,50.95005005,LINE,L1,NO,46.52290577,NA
L1MC5,5.45E-138,0.586136645,0.91,0.928,1.77E-133,2.24E-137,132.7513936,136.6506905,LINE,L1,UP,132.7513936,NA
L1MC5a,1.37E-131,0.574700295,0.913,0.937,4.45E-127,5.04E-131,126.3511849,130.2972137,LINE,L1,UP,126.3511849,NA
L1MCa,2.52E-107,0.640076245,0.816,0.844,8.19E-103,6.17E-107,102.0869027,106.2099477,LINE,L1,UP,102.0869027,NA
L1MCb,0.263151505,0.337613888,0.325,0.383,1,0.268916221,0,0.570383,LINE,L1,NO,0,NA
L1MCc,0.462948307,0.321755644,0.312,0.37,1,0.469200692,0,0.328641356,LINE,L1,NO,0,NA
L1MD,4.82E-82,0.56150227,0.784,0.823,1.57E-77,7.46E-82,76.80518341,81.12731421,LINE,L1,UP,76.80518341,NA
L1MD1,8.29E-126,0.622554309,0.872,0.89,2.69E-121,2.81E-125,120.5695676,124.5519938,LINE,L1,UP,120.5695676,NA
L1MD2,4.31E-107,0.555966737,0.892,0.911,1.40E-102,1.05E-106,101.8536149,105.9785041,LINE,L1,UP,101.8536149,NA
L1MD3,5.23E-25,0.448486974,0.641,0.718,1.70E-20,5.75E-25,19.76929599,24.24005158,LINE,L1,NO,19.76929599,NA
L1MDa,7.21E-104,0.564313825,0.855,0.882,2.34E-99,1.67E-103,98.630362,102.7785385,LINE,L1,UP,98.630362,NA
L1ME1,3.96E-228,0.645521543,0.988,0.99,1.29E-223,7.05E-227,222.8904451,226.1520728,LINE,L1,UP,222.8904451,NA
L1ME2,9.28E-127,0.603207592,0.885,0.91,3.01E-122,3.20E-126,121.5207866,125.4954803,LINE,L1,UP,121.5207866,NA
L1ME2z,2.05E-26,0.474049577,0.584,0.637,6.67E-22,2.27E-26,21.17557002,25.64410698,LINE,L1,NO,21.17557002,NA
L1ME3,9.94E-47,0.503903868,0.705,0.77,3.23E-42,1.18E-46,41.49090237,45.92981359,LINE,L1,UP,41.49090237,NA
L1ME3A,2.00E-85,0.536333888,0.877,0.905,6.50E-81,3.30E-85,80.18679784,84.48160046,LINE,L1,UP,80.18679784,NA
L1ME3B,1.79E-76,0.558443224,0.787,0.835,5.82E-72,2.56E-76,71.23514659,75.59134983,LINE,L1,UP,71.23514659,NA
L1ME3C,0.497210447,0.287466521,0.334,0.419,1,0.503039409,0,0.29839799,LINE,L1,NO,0,NA
L1ME3Cz,3.01E-31,0.34483169,0.802,0.864,9.79E-27,3.36E-31,26.00901647,30.4742041,LINE,L1,NO,26.00901647,NA
L1ME3D,0.008386659,0.367030648,0.42,0.506,1,0.008714855,0,2.059739838,LINE,L1,NO,0,NA
L1ME3E,3.02E-22,0.53941715,0.561,0.609,9.81E-18,3.30E-22,17.00829211,21.48153018,LINE,L1,UP,17.00829211,NA
L1ME3F,1.07E-31,0.471173872,0.623,0.68,3.48E-27,1.20E-31,26.45785049,30.92191591,LINE,L1,NO,26.45785049,NA
L1ME3G,1.00E-63,0.507604929,0.795,0.843,3.27E-59,1.31E-63,58.48594266,62.88334212,LINE,L1,UP,58.48594266,NA
L1ME4a,8.20E-40,0.385752196,0.884,0.94,2.66E-35,9.39E-40,34.57454714,39.02751632,LINE,L1,NO,34.57454714,NA
L1ME4b,1.13E-100,0.505176645,0.889,0.917,3.68E-96,2.46E-100,95.43413777,99.60990677,LINE,L1,UP,95.43413777,NA
L1ME4c,5.20E-09,0.400324404,0.525,0.615,0.000169004,5.54E-09,3.772104089,8.25620687,LINE,L1,NO,3.772104089,NA
L1ME5,0.696478819,0.321235169,0.317,0.381,1,0.701354984,0,0.154062113,LINE,L1,NO,0,NA
L1MEb,0.559025059,0.300304536,0.293,0.362,1,0.564255702,0,0.248524043,LINE,L1,NO,0,NA
L1MEc,6.56E-231,0.673631971,0.97,0.975,2.13E-226,1.19E-229,225.6711022,228.9236817,LINE,L1,UP,225.6711022,NA
L1MEd,5.20E-183,0.645635393,0.954,0.961,1.69E-178,4.70E-182,177.7718154,181.3277047,LINE,L1,UP,177.7718154,NA
L1MEf,1.04E-187,0.651181354,0.937,0.944,3.37E-183,1.05E-186,182.4724212,185.9777261,LINE,L1,UP,182.4724212,NA
L1MEg,5.12E-125,0.563550435,0.931,0.948,1.66E-120,1.71E-124,119.7790589,123.7665645,LINE,L1,UP,119.7790589,NA
L1MEh,0.363135261,0.27866131,0.317,0.394,1,0.370213503,0,0.431547745,LINE,L1,NO,0,NA
L1MEi,2.25E-26,0.45279139,0.617,0.682,7.31E-22,2.49E-26,21.13581753,25.60463244,LINE,L1,NO,21.13581753,NA
L1MEj,0.009578226,0.354245197,0.362,0.417,1,0.009941081,0,2.002566394,LINE,L1,NO,0,NA
L1P1,2.45E-15,0.457527797,0.486,0.527,7.95E-11,2.65E-15,10.09944019,14.57678444,LINE,L1,NO,10.09944019,NA
L1P2,1.31E-43,0.585089873,0.615,0.652,4.27E-39,1.53E-43,38.36930588,42.81471687,LINE,L1,UP,38.36930588,NA
L1P3,5.96E-60,0.590693829,0.644,0.657,1.94E-55,7.59E-60,54.71260269,59.12003847,LINE,L1,UP,54.71260269,NA
L1P4,2.23E-10,0.447574302,0.469,0.529,7.24E-06,2.39E-10,5.139998863,9.621950336,LINE,L1,NO,5.139998863,NA
L1PA10,3.28E-187,0.68627922,0.917,0.923,1.07E-182,3.26E-186,181.9716082,185.4870134,LINE,L1,UP,181.9716082,NA
L1PA11,8.41E-93,0.576302737,0.812,0.843,2.73E-88,1.57E-92,87.56314651,91.80273337,LINE,L1,UP,87.56314651,NA
L1PA12,1.10E-08,0.441114161,0.422,0.463,0.000356401,1.17E-08,3.448061519,7.932968302,LINE,L1,NO,3.448061519,NA
L1PA13,1.99E-156,0.664234749,0.895,0.902,6.48E-152,1.19E-155,151.1885065,154.9257604,LINE,L1,UP,151.1885065,NA
L1PA14,2.69E-42,0.53384008,0.651,0.703,8.75E-38,3.12E-42,37.05787357,41.5056242,LINE,L1,UP,37.05787357,NA
L1PA15,3.21E-172,0.66861023,0.904,0.905,1.04E-167,2.44E-171,166.9810834,170.6119652,LINE,L1,UP,166.9810834,NA
L1PA16,2.11E-299,0.772881605,0.961,0.95,6.87E-295,1.01E-297,294.1628305,296.9939889,LINE,L1,UP,294.1628305,L1PA16
L1PA17,3.58E-46,0.54061963,0.688,0.734,1.16E-41,4.21E-46,40.93473457,45.37542813,LINE,L1,UP,40.93473457,NA
L1PA2,1.87E-250,0.706112876,0.952,0.951,6.08E-246,4.97E-249,245.2159232,248.3036925,LINE,L1,UP,245.2159232,NA
L1PA3,1.22E-231,0.665505553,0.98,0.974,3.96E-227,2.24E-230,226.4024915,229.6504753,LINE,L1,UP,226.4024915,NA
L1PA4,5.94E-246,0.678150934,0.971,0.972,1.93E-241,1.42E-244,240.714668,243.8468564,LINE,L1,UP,240.714668,NA
L1PA5,2.86E-236,0.66441925,0.969,0.977,9.30E-232,5.68E-235,231.0314883,234.2458634,LINE,L1,UP,231.0314883,NA
L1PA6,3.24E-198,0.674236739,0.957,0.955,1.05E-193,3.78E-197,192.9771993,196.422317,LINE,L1,UP,192.9771993,NA
L1PA7,8.91E-257,0.64336135,0.99,0.994,2.90E-252,2.48E-255,251.5382989,254.6055465,LINE,L1,UP,251.5382989,NA
L1PA8,2.24E-170,0.659509198,0.92,0.933,7.27E-166,1.65E-169,165.1383574,168.7824292,LINE,L1,UP,165.1383574,NA
L1PA8A,3.32E-41,0.551912541,0.642,0.686,1.08E-36,3.83E-41,35.96653969,40.41632722,LINE,L1,UP,35.96653969,NA
L1PB,0.223409935,0.309368145,0.281,0.322,1,0.228710289,0,0.640714297,LINE,L1,NO,0,NA
L1PB1,2.17E-258,0.727464886,0.97,0.973,7.05E-254,6.24E-257,253.1518951,256.2049022,LINE,L1,UP,253.1518951,NA
L1PB2,1.87E-29,0.513697559,0.584,0.623,6.09E-25,2.08E-29,24.21511901,28.68142596,LINE,L1,UP,24.21511901,NA
L1PB3,1.64E-55,0.58141476,0.671,0.713,5.34E-51,2.04E-55,50.27273425,54.69091732,LINE,L1,UP,50.27273425,NA
L1PB4,1.15E-77,0.579222356,0.771,0.81,3.73E-73,1.66E-77,72.42837508,76.77987146,LINE,L1,UP,72.42837508,NA
L1PBa,6.73E-12,0.45129295,0.485,0.544,2.19E-07,7.23E-12,6.660157744,11.14102955,LINE,L1,NO,6.660157744,NA
L1PREC2,5.98E-129,0.639478789,0.871,0.895,1.94E-124,2.12E-128,123.711732,127.6741169,LINE,L1,UP,123.711732,NA
L2,6.13E-63,0.487478321,0.787,0.843,1.99E-58,7.94E-63,57.70075708,62.10044316,LINE,L2,NO,57.70075708,NA
L2a,3.70E-161,0.511169143,0.976,0.985,1.20E-156,2.39E-160,155.9201518,159.621519,LINE,L2,UP,155.9201518,NA
L2b,3.92E-57,0.394188441,0.852,0.913,1.27E-52,4.92E-57,51.89469952,56.30817389,LINE,L2,NO,51.89469952,NA
L2c,1.62E-84,0.403177724,0.952,0.97,5.27E-80,2.62E-84,79.27835399,83.58137434,LINE,L2,NO,79.27835399,NA
L3,9.27E-94,0.548129363,0.887,0.918,3.01E-89,1.77E-93,88.52123081,92.75177449,LINE,CR1,UP,88.52123081,NA
L3b,0.408597339,0.282945624,0.28,0.347,1,0.415579851,0,0.381345517,LINE,CR1,NO,0,NA
LAMP1,6.54E-83,-0.288850719,0.1,0.326,2.13E-78,1.03E-82,77.6723391,81.98779737,NA,NA,NO,77.6723391,NA
LAMP2,7.33E-101,-0.384796281,0.119,0.383,2.38E-96,1.59E-100,95.62308506,99.79830812,NA,NA,NO,95.62308506,NA
LAMTOR1,3.74E-170,-0.542759583,0.188,0.558,1.21E-165,2.72E-169,164.9154623,168.5650665,NA,NA,DOWN,164.9154623,NA
LAMTOR2,8.33E-147,-0.475199181,0.198,0.553,2.71E-142,4.08E-146,141.5676161,145.3890147,NA,NA,NO,141.5676161,NA
LAMTOR4,1.16E-152,-0.544836962,0.337,0.709,3.76E-148,6.40E-152,147.4246724,151.1936829,NA,NA,DOWN,147.4246724,NA
LAMTOR5,1.06E-177,-0.586608349,0.342,0.741,3.45E-173,8.72E-177,172.4624383,176.0595135,NA,NA,DOWN,172.4624383,NA
LAP3,1.63E-105,-0.419224507,0.109,0.369,5.30E-101,3.88E-105,100.2758106,104.4110045,NA,NA,NO,100.2758106,NA
LAPTM4A,6.42E-185,-0.687282976,0.231,0.628,2.09E-180,6.06E-184,179.6804457,183.2177527,NA,NA,DOWN,179.6804457,NA
LAPTM5,5.53E-23,-0.516674691,0.113,0.199,1.80E-18,6.06E-23,17.74550784,22.2173685,NA,NA,DOWN,17.74550784,NA
LDHA,0,-1.432640343,0.32,0.754,0,0,Inf,Inf,NA,NA,DOWN,320,NA
LDHB,9.21E-159,-0.75936069,0.442,0.782,2.99E-154,5.80E-158,153.5237349,157.2363414,NA,NA,DOWN,153.5237349,NA
LEPROT,6.00E-83,-0.261956917,0.134,0.377,1.95E-78,9.45E-83,77.70996214,82.02462862,NA,NA,NO,77.70996214,NA
LGALS1,1.34E-258,-1.751841258,0.355,0.707,4.36E-254,3.92E-257,253.3606899,256.4063978,NA,NA,DOWN,253.3606899,NA
LGALS3,3.76E-157,-1.42651829,0.165,0.484,1.22E-152,2.31E-156,151.9130597,155.636622,NA,NA,DOWN,151.9130597,NA
LGALS3BP,1.69E-64,-0.258404473,0.136,0.344,5.50E-60,2.22E-64,59.25945,63.65389171,NA,NA,NO,59.25945,NA
LIMS1,2.81E-106,-0.472092854,0.091,0.339,9.13E-102,6.77E-106,101.0396517,105.1694207,NA,NA,NO,101.0396517,NA
LINC-PINT,4.00E-05,0.359425355,0.245,0.241,1,4.22E-05,0,4.374828125,NA,NA,NO,0,NA
LINC00632,2.52E-22,0.488383751,0.248,0.184,8.19E-18,2.76E-22,17.08650194,21.55946487,NA,NA,NO,17.08650194,NA
LINC01551,2.05E-51,-0.255040501,0.029,0.154,6.66E-47,2.48E-51,46.17635156,50.60563147,NA,NA,NO,46.17635156,NA
LIPA,7.03E-52,-0.252642851,0.027,0.149,2.29E-47,8.56E-52,46.64096429,51.06749646,NA,NA,NO,46.64096429,NA
LITAF,1.00E-91,-0.396133188,0.057,0.266,3.26E-87,1.85E-91,86.48690899,90.7321118,NA,NA,NO,86.48690899,NA
LIX1,6.50E-38,-0.256060316,0.028,0.124,2.11E-33,7.40E-38,32.67502239,37.1308639,NA,NA,NO,32.67502239,NA
LMAN1,5.96E-77,-0.270486034,0.174,0.419,1.94E-72,8.58E-77,71.71273502,76.06641014,NA,NA,NO,71.71273502,NA
LMAN2,2.75E-93,-0.290694632,0.174,0.452,8.92E-89,5.18E-93,88.04947338,92.28527551,NA,NA,NO,88.04947338,NA
LMO4,1.21E-87,-0.381524039,0.202,0.475,3.92E-83,2.07E-87,82.40648182,86.68436722,NA,NA,NO,82.40648182,NA
LOX,1.65E-41,-0.401526817,0.022,0.121,5.38E-37,1.91E-41,36.26953659,40.71874312,NA,NA,NO,36.26953659,NA
LRPAP1,4.90E-81,-0.274656994,0.172,0.43,1.59E-76,7.43E-81,75.79810565,80.12910385,NA,NA,NO,75.79810565,NA
